A Sharp (.NET)		
A-0 System		
Escher (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Simple_theory_of_types"" title=""Simple theory of types"">simple theory of types</a></td></tr>]"	
Executive Systems Problem Oriented Language	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_60"" title=""ALGOL 60"">ALGOL 60</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NEWP"" title=""NEWP"">NEWP</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NEWP"" title=""NEWP"">NEWP</a></td></tr>]"
Esterel		
Etoys (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Logo_(programming_language)"" title=""Logo (programming language)"">Logo</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/HyperCard"" title=""HyperCard"">HyperCard</a>, <a href=""/wiki/StarLogo"" title=""StarLogo"">StarLogo</a>, <a href=""/wiki/AgentSheets"" title=""AgentSheets"">AgentSheets</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2"">Tweak, <a class=""mw-redirect"" href=""/wiki/Croquet_Project"" title=""Croquet Project"">Croquet</a>, <a href=""/wiki/Scratch_(programming_language)"" title=""Scratch (programming language)"">Scratch</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2"">Tweak, <a class=""mw-redirect"" href=""/wiki/Croquet_Project"" title=""Croquet Project"">Croquet</a>, <a href=""/wiki/Scratch_(programming_language)"" title=""Scratch (programming language)"">Scratch</a></td></tr>]"
Euclid (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Mesa_(programming_language)"" title=""Mesa (programming language)"">Mesa</a>, <a class=""mw-redirect"" href=""/wiki/Concurrent_Euclid_(programming_language)"" title=""Concurrent Euclid (programming language)"">Concurrent Euclid</a>, <a href=""/wiki/Turing_(programming_language)"" title=""Turing (programming language)"">Turing</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Mesa_(programming_language)"" title=""Mesa (programming language)"">Mesa</a>, <a class=""mw-redirect"" href=""/wiki/Concurrent_Euclid_(programming_language)"" title=""Concurrent Euclid (programming language)"">Concurrent Euclid</a>, <a href=""/wiki/Turing_(programming_language)"" title=""Turing (programming language)"">Turing</a></td></tr>]"
Euler (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_60"" title=""ALGOL 60"">ALGOL 60</a></td></tr>]"	
Euphoria (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/BASIC"" title=""BASIC"">BASIC</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a class=""external text"" href=""http://phix.x10.mx"" rel=""nofollow"">Phix</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""external text"" href=""http://phix.x10.mx"" rel=""nofollow"">Phix</a></td></tr>]"
EusLisp Robot Programming Language		
CMS EXEC		
EXEC 2		
Executable UML		
Ezhil (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Logo_(programming_language)"" title=""Logo (programming language)"">Logo</a>, <a href=""/wiki/BASIC"" title=""BASIC"">BASIC</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a></td></tr>]"	
F (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Fortran_95"" title=""Fortran 95"">Fortran 95</a></td></tr>]"	
F Sharp (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Erlang_(programming_language)"" title=""Erlang (programming language)"">Erlang</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>,<sup class=""reference"" id=""cite_ref-haskellInfluence_4-0""><a href=""#cite_note-haskellInfluence-4"">[4]</a></sup> <a href=""/wiki/ML_(programming_language)"" title=""ML (programming language)"">ML</a>, <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>,<sup class=""reference"" id=""cite_ref-historyMSR_5-0""><a href=""#cite_note-historyMSR-5"">[5]</a></sup><sup class=""reference"" id=""cite_ref-ocamlOrigins_6-0""><a href=""#cite_note-ocamlOrigins-6"">[6]</a></sup> <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>,<sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Elm_(programming_language)"" title=""Elm (programming language)"">Elm</a>, <a href=""/wiki/F*_(programming_language)"" title=""F* (programming language)"">F*</a>, <a href=""/wiki/LiveScript_(programming_language)"" title=""LiveScript (programming language)"">LiveScript</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/F_Sharp_Programming"" title=""wikibooks:F Sharp Programming"">F Sharp Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>,<sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Elm_(programming_language)"" title=""Elm (programming language)"">Elm</a>, <a href=""/wiki/F*_(programming_language)"" title=""F* (programming language)"">F*</a>, <a href=""/wiki/LiveScript_(programming_language)"" title=""LiveScript (programming language)"">LiveScript</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/F_Sharp_Programming"" title=""wikibooks:F Sharp Programming"">F Sharp Programming</a> at Wikibooks</li></ul>
</td></tr>]"
F* (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Coq"" title=""Coq"">Coq</a>, <a class=""mw-redirect"" href=""/wiki/Dafny_(programming_language)"" title=""Dafny (programming language)"">Dafny</a>, <a href=""/wiki/F_Sharp_(programming_language)"" title=""F Sharp (programming language)"">F#</a>, <a href=""/wiki/Lean_(proof_assistant)"" title=""Lean (proof assistant)"">Lean</a>, <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Standard_ML"" title=""Standard ML"">Standard ML</a></td></tr>]"	
Factor (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Joy_(programming_language)"" title=""Joy (programming language)"">Joy</a>, <a href=""/wiki/Forth_(programming_language)"" title=""Forth (programming language)"">Forth</a>, <a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Self_(programming_language)"" title=""Self (programming language)"">Self</a></td></tr>]"	
Fantom (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a>, <a href=""/wiki/Ruby_(programming_language)"" title=""Ruby (programming language)"">Ruby</a>, <a href=""/wiki/Erlang_(programming_language)"" title=""Erlang (programming language)"">Erlang</a></td></tr>]"	
FAUST (programming language)		
FP (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/APL_(programming_language)"" title=""APL (programming language)"">APL</a><sup class=""reference"" id=""cite_ref-Hudak_1989_1-0""><a href=""#cite_note-Hudak_1989-1"">[1]</a></sup></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/FL_(programming_language)"" title=""FL (programming language)"">FL</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/FL_(programming_language)"" title=""FL (programming language)"">FL</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"
fish (Unix shell)		
Fjölnir (programming language)		
FL (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/FP_(programming_language)"" title=""FP (programming language)"">FP</a></td></tr>]"	
FlagShip		
Flavors (programming language)		
Flex (programming language)		
Flix (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/F_Sharp_(programming_language)"" title=""F Sharp (programming language)"">F#</a>, <a href=""/wiki/Go_(programming_language)"" title=""Go (programming language)"">Go</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>, <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a></td></tr>]"	
BlooP and FlooP		
FLOW-MATIC	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ARITH-MATIC"" title=""ARITH-MATIC"">ARITH-MATIC</a>, <a href=""/wiki/Laning_and_Zierler_system"" title=""Laning and Zierler system"">Laning and Zierler system</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/MATH-MATIC"" title=""MATH-MATIC"">MATH-MATIC</a>, <a href=""/wiki/AIMACO"" title=""AIMACO"">AIMACO</a>, <a href=""/wiki/COBOL"" title=""COBOL"">COBOL</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/MATH-MATIC"" title=""MATH-MATIC"">MATH-MATIC</a>, <a href=""/wiki/AIMACO"" title=""AIMACO"">AIMACO</a>, <a href=""/wiki/COBOL"" title=""COBOL"">COBOL</a></td></tr>]"
FOCAL (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/JOSS"" title=""JOSS"">JOSS</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/BASIC-PLUS"" title=""BASIC-PLUS"">BASIC-PLUS</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/BASIC-PLUS"" title=""BASIC-PLUS"">BASIC-PLUS</a></td></tr>]"
FOCUS		
FOIL (programming language)		
FORMAC		
Formula language		
Forth (programming language)		"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Factor_(programming_language)"" title=""Factor (programming language)"">Factor</a>, <a href=""/wiki/Joy_(programming_language)"" title=""Joy (programming language)"">Joy</a>, <a href=""/wiki/PostScript"" title=""PostScript"">PostScript</a>, <a href=""/wiki/RPL_(programming_language)"" title=""RPL (programming language)"">RPL</a>, <a class=""mw-redirect"" href=""/wiki/REBOL"" title=""REBOL"">REBOL</a></td></tr>]"
Fortran	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Speedcoding"" title=""Speedcoding"">Speedcoding</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_58"" title=""ALGOL 58"">ALGOL 58</a>, <a href=""/wiki/BASIC"" title=""BASIC"">BASIC</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Chapel_(programming_language)"" title=""Chapel (programming language)"">Chapel</a>,<sup class=""reference"" id=""cite_ref-chplspec_1-0""><a href=""#cite_note-chplspec-1"">[1]</a></sup> <a class=""mw-redirect"" href=""/wiki/CMS-2_(programming_language)"" title=""CMS-2 (programming language)"">CMS-2</a>, <a href=""/wiki/DOPE_(Dartmouth_Oversimplified_Programming_Experiment)"" title=""DOPE (Dartmouth Oversimplified Programming Experiment)"">DOPE</a>, <a href=""/wiki/Fortress_(programming_language)"" title=""Fortress (programming language)"">Fortress</a>, <a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a class=""mw-redirect"" href=""/wiki/PACT_I"" title=""PACT I"">PACT I</a>, <a href=""/wiki/MUMPS"" title=""MUMPS"">MUMPS</a>, <a href=""/wiki/IDL_(programming_language)"" title=""IDL (programming language)"">IDL</a>, <a href=""/wiki/Ratfor"" title=""Ratfor"">Ratfor</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_58"" title=""ALGOL 58"">ALGOL 58</a>, <a href=""/wiki/BASIC"" title=""BASIC"">BASIC</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/Chapel_(programming_language)"" title=""Chapel (programming language)"">Chapel</a>,<sup class=""reference"" id=""cite_ref-chplspec_1-0""><a href=""#cite_note-chplspec-1"">[1]</a></sup> <a class=""mw-redirect"" href=""/wiki/CMS-2_(programming_language)"" title=""CMS-2 (programming language)"">CMS-2</a>, <a href=""/wiki/DOPE_(Dartmouth_Oversimplified_Programming_Experiment)"" title=""DOPE (Dartmouth Oversimplified Programming Experiment)"">DOPE</a>, <a href=""/wiki/Fortress_(programming_language)"" title=""Fortress (programming language)"">Fortress</a>, <a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a class=""mw-redirect"" href=""/wiki/PACT_I"" title=""PACT I"">PACT I</a>, <a href=""/wiki/MUMPS"" title=""MUMPS"">MUMPS</a>, <a href=""/wiki/IDL_(programming_language)"" title=""IDL (programming language)"">IDL</a>, <a href=""/wiki/Ratfor"" title=""Ratfor"">Ratfor</a></td></tr>]"
Fortress (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Fortran"" title=""Fortran"">Fortran</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"	
FP (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/APL_(programming_language)"" title=""APL (programming language)"">APL</a><sup class=""reference"" id=""cite_ref-Hudak_1989_1-0""><a href=""#cite_note-Hudak_1989-1"">[1]</a></sup></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/FL_(programming_language)"" title=""FL (programming language)"">FL</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/FL_(programming_language)"" title=""FL (programming language)"">FL</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"
FoxPro		
Franz Lisp	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Maclisp"" title=""Maclisp"">Maclisp</a>, <a href=""/wiki/Common_Lisp"" title=""Common Lisp"">Common Lisp</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Allegro_Common_Lisp"" title=""Allegro Common Lisp"">Allegro Common Lisp</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Allegro_Common_Lisp"" title=""Allegro Common Lisp"">Allegro Common Lisp</a></td></tr>]"
Futhark (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/APL_programming_language"" title=""APL programming language"">APL</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>, <a href=""/wiki/NESL"" title=""NESL"">NESL</a>, <a href=""/wiki/Standard_ML"" title=""Standard ML"">Standard ML</a></td></tr>]"	
F-Script (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a href=""/wiki/APL_(programming_language)"" title=""APL (programming language)"">APL</a></td></tr>]"	
GameMaker		
GameMonkey Script		
General algebraic modeling system		
GAP (computer algebra system)		
G-code		
Godot (game engine)		
Genie (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Boo_(programming_language)"" title=""Boo (programming language)"">Boo</a>, <a href=""/wiki/D_(programming_language)"" title=""D (programming language)"">D</a>, <a href=""/wiki/Object_Pascal"" title=""Object Pascal"">Object Pascal</a></td></tr>]"	
Geometric Description Language		
GEORGE (programming language)		
OpenGL Shading Language		
GNU E	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C%2B%2B"" title=""C++"">C++</a></td></tr>]"	
GNU Guile	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a>, <a href=""/wiki/SCM_(Scheme_implementation)"" title=""SCM (Scheme implementation)"">SCM</a></td></tr>]"	
Go (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><span><span><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></span>, <span><a href=""/wiki/Oberon-2"" title=""Oberon-2"">Oberon-2</a></span>, <span><a href=""/wiki/Limbo_(programming_language)"" title=""Limbo (programming language)"">Limbo</a></span>, <span><a href=""/wiki/Active_Oberon"" title=""Active Oberon"">Active Oberon</a></span>, <span><a href=""/wiki/Communicating_sequential_processes"" title=""Communicating sequential processes"">communicating sequential processes</a></span>, <span><a href=""/wiki/Pascal_(programming_language)"" title=""Pascal (programming language)"">Pascal</a></span>, <span><a href=""/wiki/Oberon_(programming_language)"" title=""Oberon (programming language)"">Oberon</a></span>, <span><a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a></span>, <span><a href=""/wiki/Newsqueak"" title=""Newsqueak"">Newsqueak</a></span>, <span><a href=""/wiki/Modula-2"" title=""Modula-2"">Modula-2</a></span>, <span><a href=""/wiki/Alef_(programming_language)"" title=""Alef (programming language)"">Alef</a></span>, <span><a href=""/wiki/APL_(programming_language)"" title=""APL (programming language)"">APL</a></span>, <span><a href=""/wiki/BCPL"" title=""BCPL"">BCPL</a></span>, <span><a href=""/wiki/Modula"" title=""Modula"">Modula</a></span>, <span><a href=""/wiki/Occam_(programming_language)"" title=""Occam (programming language)"">occam</a></span></span></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2"">Odin, <a href=""/wiki/Crystal_(programming_language)"" title=""Crystal (programming language)"">Crystal</a>, <a href=""/wiki/Zig_(programming_language)"" title=""Zig (programming language)"">Zig</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2"">Odin, <a href=""/wiki/Crystal_(programming_language)"" title=""Crystal (programming language)"">Crystal</a>, <a href=""/wiki/Zig_(programming_language)"" title=""Zig (programming language)"">Zig</a></td></tr>]"
Go! (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Prolog"" title=""Prolog"">Prolog</a><sup class=""reference"" id=""cite_ref-infowk_1-0""><a href=""#cite_note-infowk-1"">[1]</a></sup></td></tr>]"	
Game Oriented Assembly Lisp	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a>,<br/>Game Oriented Object Lisp (GOOL)</td></tr>]"	
Gödel (programming language)		
Golo (programming language)		
MAD (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_58"" title=""ALGOL 58"">IAL</a>, <a href=""/wiki/ALGOL_58"" title=""ALGOL 58"">ALGOL 58</a></td></tr>]"	
Google Apps Script		
Gosu (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Kotlin_(programming_language)"" title=""Kotlin (programming language)"">Kotlin</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Kotlin_(programming_language)"" title=""Kotlin (programming language)"">Kotlin</a></td></tr>]"
IBM 1620		
GPSS		
Computer Sciences Corporation		
GRASS (programming language)		
Grasshopper 3D		
Apache Groovy	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Ruby_(programming_language)"" title=""Ruby (programming language)"">Ruby</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Kotlin_(programming_language)"" title=""Kotlin (programming language)"">Kotlin</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Kotlin_(programming_language)"" title=""Kotlin (programming language)"">Kotlin</a></td></tr>]"
Hack (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/PHP"" title=""PHP"">PHP</a>, <a href=""/wiki/OCaml"" title=""OCaml"">OCaml</a>, <a href=""/wiki/Java_(programming_language)"" title=""Java (programming language)"">Java</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a></td></tr>]"	
Haggis (programming language)		
HAL/S		
Halide (programming language)		
Hamilton C shell		
Harbour (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2"">dBase, Clipper</td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/XHarbour"" title=""XHarbour"">xHarbour</a></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/XHarbour"" title=""XHarbour"">xHarbour</a></td></tr>]"
CMS Pipelines	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Pipeline_(Unix)"" title=""Pipeline (Unix)"">Pipeline (Unix)</a></td></tr>]"	
